Event,Sample label (Offset in mm/cm),Expedition,Site,H,Core,Type,Sect,Offset [cm],Depth sed [m] (CSFA),Depth comp [mcd] (Cappelli et al. 2019 (CCSF)),Offset [m] (Cappelli splice),Offset [m] (Bohaty splice (CCSF offset [S...),Depth comp [mcd] (Bohaty (CCSF-A/CCSF-M)),Depth comp [mcd] (two-site composite (Depth CCS...),Ca count [#],Fe count [#],Ca/Fe,Comment (Notes),Age [Ma],Al,Ti,Ti_Al,log_CaFe,CaCO3_wt_pct
342-U1410C,"342-U1410C-21X-6,92",342,U1410,C,21,X,6,92,193.62,217.67,24.05,,221.21,237.82,2120293,301986,7.02,,45.8418779,23649.0,25741.0,1.088460400016914,0.8463371121298052,47.58834924973711
342-U1410C,"342-U1410C-21X-6,94",342,U1410,C,21,X,6,94,193.64,217.69,24.05,,221.23,237.84,2007818,286340,7.01,,45.8422394,22428.0,24444.0,1.0898876404494382,0.8457180179666587,47.5669007324549
342-U1410C,"342-U1410C-21X-6,96",342,U1410,C,21,X,6,96,193.66,217.71,24.05,,221.26,237.87,2076399,292515,7.1,,45.8427817,22125.0,23805.0,1.0759322033898304,0.8512583487190752,47.75884549137236
342-U1410C,"342-U1410C-21X-6,98",342,U1410,C,21,X,6,98,193.68,217.73,24.05,,221.28,237.89,2298673,318026,7.23,,45.8431432,23694.0,24745.0,1.0443572212374441,0.8591382972945308,48.03184630976902
342-U1410C,"342-U1410C-21X-6,100",342,U1410,C,21,X,6,100,193.7,217.75,24.05,,221.3,237.91,2112037,283301,7.46,,45.8435047,21827.0,23097.0,1.058184816969808,0.8727388274726688,48.50303667779062
342-U1410C,"342-U1410C-21X-6,102",342,U1410,C,21,X,6,102,193.72,217.77,24.05,,221.33,237.94,2178494,291923,7.46,,45.844047,22385.0,23877.0,1.0666517757426848,0.8727388274726688,48.50303667779062
342-U1410C,"342-U1410C-21X-6,104",342,U1410,C,21,X,6,104,193.74,217.79,24.05,,221.35,237.96,2318693,308399,7.52,,45.8444086,23417.0,24304.0,1.0378784643634966,0.8762178405916422,48.623567087297445
342-U1410C,"342-U1410C-21X-6,106",342,U1410,C,21,X,6,106,193.76,217.81,24.05,,221.37,237.98,2300565,297761,7.73,,45.8447701,21344.0,23381.0,1.0954366566716642,0.888179493918325,49.03797856680037
342-U1410C,"342-U1410C-21X-6,108",342,U1410,C,21,X,6,108,193.78,217.83,24.05,,221.4,238.01,2327358,280621,8.29,,45.8453124,21972.0,23568.0,1.0726379027853632,0.9185545305502735,50.090321710914225
342-U1410C,"342-U1410C-21X-6,110",342,U1410,C,21,X,6,110,193.8,217.85,24.05,,221.42,238.03,2453582,281969,8.7,,45.8456739,22894.0,23482.0,1.0256835852188346,0.9395192526186185,50.81664450697204
342-U1410C,"342-U1410C-21X-6,112",342,U1410,C,21,X,6,112,193.82,217.87,24.05,,221.44,238.05,2379575,262817,9.05,,45.8460355,20034.0,20781.0,1.037286612758311,0.9566485792052033,51.410090026564276
342-U1410C,"342-U1410C-21X-6,114",342,U1410,C,21,X,6,114,193.84,217.89,24.05,,221.47,238.08,2525029,289312,8.73,,45.8465778,23873.0,23356.0,0.978343735600888,0.9410142437055697,50.86843847317947
342-U1410C,"342-U1410C-21X-6,116",342,U1410,C,21,X,6,116,193.86,217.91,24.05,,221.49,238.1,2453608,292712,8.38,,45.8469393,23057.0,23622.0,1.0245044888753958,0.9232440186302765,50.252789025445935
342-U1410C,"342-U1410C-21X-6,118",342,U1410,C,21,X,6,118,193.88,217.93,24.05,,221.51,238.12,2338836,298180,7.84,,45.8473008,21992.0,24309.0,1.1053564932702802,0.8943160626844384,49.25057999170237
342-U1410C,"342-U1410C-21X-6,120",342,U1410,C,21,X,6,120,193.9,217.95,24.05,,221.54,238.15,2416876,296598,8.15,,45.8478431,22142.0,23309.0,1.0527052660102971,0.9111576087399766,49.83405535479649
342-U1410C,"342-U1410C-21X-6,122",342,U1410,C,21,X,6,122,193.92,217.97,24.05,,221.56,238.17,2321186,305336,7.6,,45.8482046,20900.0,23095.0,1.1050239234449761,0.8808135922807914,48.78278690456802
342-U1410C,"342-U1410C-21X-6,124",342,U1410,C,21,X,6,124,193.94,217.99,24.05,,221.59,238.2,2373978,313254,7.58,,45.8487469,22728.0,24541.0,1.079769447377684,0.8796692056320535,48.743139629122496
342-U1410C,"342-U1410C-21X-6,126",342,U1410,C,21,X,6,126,193.96,218.01,24.05,,221.61,238.22,2071753,271649,7.63,,45.8491085,19948.0,21750.0,1.0903348706637257,0.8825245379548805,48.84206261744684
342-U1410C,"342-U1410C-21X-6,128",342,U1410,C,21,X,6,128,193.98,218.03,24.05,,221.63,238.24,1735019,250658,6.92,,45.84947,11923.0,18831.0,1.5793843831250525,0.8401060944567578,47.372475642454376
342-U1410B,"342-U1410B-23X-2,58",342,U1410,B,23,X,2,58,189.68,218.15,28.47,,221.77,238.38,2223194,284361,7.82,,45.8520007,20554.0,23245.0,1.130923421231877,0.893206753059848,49.21214795975844
342-U1410B,"342-U1410B-23X-2,60",342,U1410,B,23,X,2,60,189.7,218.17,28.47,,221.8,238.41,2210860,339454,6.51,,45.852543,22279.0,23749.0,1.0659814174783429,0.8135809885681919,46.45351334894501
342-U1410B,"342-U1410B-23X-2,62",342,U1410,B,23,X,2,62,189.72,218.19,28.47,,221.82,238.43,2231848,303679,7.35,,45.8529045,23309.0,23611.0,1.0129563687845897,0.8662873390841949,48.27952486257193
342-U1410B,"342-U1410B-23X-2,64",342,U1410,B,23,X,2,64,189.74,218.21,28.47,,221.84,238.45,2313816,304404,7.6,,45.8532661,23005.0,23376.0,1.0161269289284938,0.8808135922807914,48.78278690456802
342-U1410B,"342-U1410B-23X-2,66",342,U1410,B,23,X,2,66,189.76,218.23,28.47,,221.87,238.48,2184010,339186,6.44,,45.8538084,21681.0,24379.0,1.1244407545777408,0.8088858673598122,46.29085087468069
342-U1410B,"342-U1410B-23X-2,68",342,U1410,B,23,X,2,68,189.78,218.25,28.47,,221.89,238.5,2195591,334036,6.57,,45.8541699,23593.0,25314.0,1.0729453651506804,0.8175653695597808,46.591552228398605
342-U1410B,"342-U1410B-23X-2,70",342,U1410,B,23,X,2,70,189.8,218.27,28.47,,221.91,238.52,2182699,339679,6.43,,45.8545314,26666.0,26938.0,1.0102002550063751,0.8082109729242221,46.26746915695968
342-U1410B,"342-U1410B-23X-2,72",342,U1410,B,23,X,2,72,189.82,218.29,28.47,,221.94,238.55,2220994,340561,6.52,,45.8550737,22906.0,27448.0,1.1982886579935388,0.8142475957319202,46.476607954132376
342-U1410B,"342-U1410B-23X-2,74",342,U1410,B,23,X,2,74,189.84,218.31,28.47,,221.96,238.57,2195826,331736,6.62,,45.8554352,25555.0,27056.0,1.0587360594795538,0.8208579894396999,46.7056250441384
342-U1410B,"342-U1410B-23X-2,76",342,U1410,B,23,X,2,76,189.86,218.33,28.47,,221.99,238.6,2158000,336449,6.41,,45.8559775,26784.0,27835.0,1.039239844683393,0.8068580295188175,46.22059643267943
342-U1410B,"342-U1410B-23X-2,78",342,U1410,B,23,X,2,78,189.88,218.35,28.47,,222.01,238.62,2325328,288473,8.06,,45.8563391,21291.0,24099.0,1.1318867126955052,0.9063350418050907,49.666977523337366
342-U1410B,"342-U1410B-23X-2,80",342,U1410,B,23,X,2,80,189.9,218.37,28.47,,222.03,238.64,2141819,347399,6.17,,45.8567006,28572.0,28644.0,1.002519949601008,0.7902851640332417,45.64642950793166
342-U1410B,"342-U1410B-23X-2,82",342,U1410,B,23,X,2,82,189.92,218.39,28.47,,222.06,238.67,2054326,342657,6.0,,45.8572429,25399.0,27813.0,1.0950431119335406,0.7781512503836436,45.22605006954134
342-U1410B,"342-U1410B-23X-2,84",342,U1410,B,23,X,2,84,189.94,218.41,28.47,,222.08,238.69,2108557,337635,6.25,,45.8576044,26560.0,27646.0,1.0408885542168675,0.7958800173440752,45.84026320088549
342-U1410B,"342-U1410B-23X-2,86",342,U1410,B,23,X,2,86,189.96,218.43,28.47,,222.1,238.71,2089144,357268,5.85,,45.857966,26256.0,28179.0,1.0732404021937842,0.7671558660821804,44.845114980417144
342-U1410B,"342-U1410B-23X-2,88",342,U1410,B,23,X,2,88,189.98,218.45,28.47,,222.13,238.74,1975728,377464,5.23,,45.8585082,25166.0,27785.0,1.104068981959787,0.7185016888672743,43.15949101080672
342-U1410B,"342-U1410B-23X-2,90",342,U1410,B,23,X,2,90,190.0,218.47,28.47,,222.15,238.76,1949871,362431,5.38,,45.8588698,27233.0,26929.0,0.9888370726691881,0.7307822756663892,43.584951940462055
342-U1410B,"342-U1410B-23X-2,92",342,U1410,B,23,X,2,92,190.02,218.49,28.47,,222.17,238.78,1991637,357538,5.57,,45.8592313,22831.0,27591.0,1.2084884586746092,0.7458551951737289,44.107153236793835
342-U1410B,"342-U1410B-23X-2,94",342,U1410,B,23,X,2,94,190.04,218.51,28.47,,222.2,238.81,2027467,367921,5.51,,45.8597736,22970.0,28206.0,1.2279494993469744,0.741151598851785,43.94419714222009
342-U1410B,"342-U1410B-23X-2,96",342,U1410,B,23,X,2,96,190.06,218.53,28.47,,222.22,238.83,2072263,354968,5.84,,45.8601351,27677.0,28961.0,1.046392311305416,0.7664128471123994,44.819373088209076
342-U1410B,"342-U1410B-23X-2,98",342,U1410,B,23,X,2,98,190.08,218.55,28.47,,222.24,238.85,2138050,353130,6.05,,45.8604967,23634.0,27600.0,1.1678090886011678,0.7817553746524689,45.35091495483479
342-U1410B,"342-U1410B-23X-2,100",342,U1410,B,23,X,2,100,190.1,218.57,28.47,,222.27,238.88,2077782,366853,5.66,,45.861039,25510.0,27866.0,1.0923559388475108,0.7528164311882715,44.34832525851766
342-U1410B,"342-U1410B-23X-2,102",342,U1410,B,23,X,2,102,190.12,218.59,28.47,,222.29,238.9,2107124,361374,5.83,,45.8614005,24815.0,26893.0,1.0837396735845255,0.7656685547590141,44.79358707962604
342-U1410B,"342-U1410B-23X-2,104",342,U1410,B,23,X,2,104,190.14,218.61,28.47,,222.31,238.92,2020454,363009,5.57,,45.861762,28239.0,28702.0,1.0163957647225468,0.7458551951737289,44.107153236793835
342-U1410B,"342-U1410B-23X-2,106",342,U1410,B,23,X,2,106,190.16,218.63,28.47,,222.34,238.95,2092940,373702,5.6,,45.8623043,28803.0,29984.0,1.041002673332639,0.7481880270062004,44.18797419562981
342-U1410B,"342-U1410B-23X-2,108",342,U1410,B,23,X,2,108,190.18,218.65,28.47,,222.36,238.97,2067916,398259,5.19,,45.8626658,26730.0,28482.0,1.065544332210999,0.7151673578484579,43.04397311265983
342-U1410B,"342-U1410B-23X-2,110",342,U1410,B,23,X,2,110,190.2,218.67,28.47,,222.38,238.99,2095808,349614,5.99,,45.8630274,26475.0,28035.0,1.0589235127478753,0.7774268223893114,45.2009522616777
342-U1410B,"342-U1410B-23X-2,112",342,U1410,B,23,X,2,112,190.22,218.69,28.47,,222.41,239.02,2013796,363239,5.54,,45.8635697,28284.0,29677.0,1.0492504596238157,0.7435097647284298,44.02589579901645
342-U1410B,"342-U1410B-23X-2,114",342,U1410,B,23,X,2,114,190.24,218.71,28.47,,222.43,239.04,2065320,353352,5.84,,45.8639312,26853.0,30057.0,1.1193162775108927,0.7664128471123994,44.819373088209076
342-U1410B,"342-U1410B-23X-2,116",342,U1410,B,23,X,2,116,190.26,218.73,28.47,,222.45,239.06,2120877,342002,6.2,,45.8642927,24555.0,27244.0,1.1095092649154958,0.7923916894982539,45.71941008266701
342-U1410B,"342-U1410B-23X-2,118",342,U1410,B,23,X,2,118,190.28,218.75,28.47,,222.48,239.09,1862545,402832,4.62,,45.864835,31094.0,31636.0,1.017431015630025,0.6646419755561255,41.29352124314197
342-U1410B,"342-U1410B-23X-2,120",342,U1410,B,23,X,2,120,190.3,218.77,28.47,,222.5,239.11,1957720,404940,4.83,,45.8651966,28536.0,31213.0,1.093811326044295,0.6839471307515121,41.96234834488614
342-U1410B,"342-U1410B-23X-2,122",342,U1410,B,23,X,2,122,190.32,218.79,28.47,,222.53,239.14,1939715,398257,4.87,,45.8657389,27080.0,30905.0,1.141248153618907,0.6875289612146344,42.086440861281005
342-U1410B,"342-U1410B-23X-2,124",342,U1410,B,23,X,2,124,190.34,218.81,28.47,,222.55,239.16,1945420,380768,5.11,,45.8661004,29205.0,30576.0,1.046944016435542,0.7084209001347127,42.81024208516712
342-U1410B,"342-U1410B-23X-2,126",342,U1410,B,23,X,2,126,190.36,218.83,28.47,,222.57,239.18,2061750,362015,5.7,,45.8664619,27614.0,28382.0,1.0278119794307234,0.7558748556724915,44.454284374773465
342-U1410B,"342-U1410B-23X-2,128",342,U1410,B,23,X,2,128,190.38,218.85,28.47,,222.6,239.21,1881690,393731,4.78,,45.8670042,26719.0,30035.0,1.124106441109323,0.6794278966121189,41.805779478126865
342-U1410B,"342-U1410B-23X-2,130",342,U1410,B,23,X,2,130,190.4,218.87,28.47,,222.62,239.23,1932616,397894,4.86,,45.8673657,26128.0,30333.0,1.160938456827924,0.6866362692622934,42.05551354859216
342-U1410B,"342-U1410B-23X-2,132",342,U1410,B,23,X,2,132,190.42,218.89,28.47,,222.64,239.25,1878361,408328,4.6,,45.8677273,30851.0,30808.0,0.9986062040128358,0.6627578316815741,41.22824507860814
342-U1410B,"342-U1410B-23X-2,134",342,U1410,B,23,X,2,134,190.44,218.91,28.47,,222.67,239.28,1973950,375268,5.26,,45.8682696,24740.0,28739.0,1.1616410670978172,0.7209857441537391,43.24555110620629
342-U1410B,"342-U1410B-23X-2,136",342,U1410,B,23,X,2,136,190.46,218.93,28.47,,222.69,239.3,1902629,358023,5.31,,45.8686311,27544.0,27665.0,1.0043929712460065,0.725094521081469,43.3878996828675
342-U1410B,"342-U1410B-23X-2,138",342,U1410,B,23,X,2,138,190.48,218.95,28.47,,222.71,239.32,1894459,345008,5.49,,45.8689926,23485.0,26865.0,1.1439216521183735,0.7395723444500919,43.88948387347344
342-U1410B,"342-U1410B-23X-2,140",342,U1410,B,23,X,2,140,190.5,218.97,28.47,,222.74,239.35,1847629,341864,5.4,,45.8695349,26988.0,27734.0,1.027641914925152,0.7323937598229685,43.640781809066745
342-U1410B,"342-U1410B-23X-2,142",342,U1410,B,23,X,2,142,190.52,218.99,28.47,,222.76,239.37,1842751,340763,5.41,,45.8698964,26282.0,27078.0,1.0302868883646603,0.7331972651065695,43.6686192496171
342-U1410B,"342-U1410B-23X-2,144",342,U1410,B,23,X,2,144,190.54,219.01,28.47,,222.78,239.39,1877140,336381,5.58,,45.870258,24109.0,26832.0,1.1129453730971837,0.7466341989375788,44.13414182219242
342-U1410B,"342-U1410B-23X-2,146",342,U1410,B,23,X,2,146,190.56,219.03,28.47,,222.81,239.42,1936625,354210,5.47,,45.8708003,28496.0,29137.0,1.0224943851768669,0.7379873263334308,43.83457092082171
342-U1410B,"342-U1410B-23X-2,148",342,U1410,B,23,X,2,148,190.58,219.05,28.47,,222.83,239.44,2062402,364604,5.66,,45.8711618,25761.0,29307.0,1.1376499359496914,0.7528164311882715,44.34832525851766
342-U1410B,"342-U1410B-23X-2,150",342,U1410,B,23,X,2,150,190.6,219.07,28.47,,222.85,239.46,2075745,406381,5.11,,45.8715233,30752.0,30417.0,0.9891063995837669,0.7084209001347127,42.81024208516712
342-U1410B,"342-U1410B-23X-3,2",342,U1410,B,23,X,3,2,190.62,219.09,28.47,,222.88,239.49,1807950,368213,4.91,,45.8720656,23480.0,27930.0,1.1895229982964224,0.6910814921229684,42.209518294600244
342-U1410B,"342-U1410B-23X-3,4",342,U1410,B,23,X,3,4,190.64,219.11,28.47,,222.9,239.51,1727365,342250,5.05,,45.8724272,23859.0,25610.0,1.0733894966260111,0.7032913781186614,42.63252979492103
342-U1410B,"342-U1410B-23X-3,6",342,U1410,B,23,X,3,6,190.66,219.13,28.47,,222.92,239.53,1833290,366416,5.0,,45.8727887,27636.0,27662.0,1.000940801852656,0.6989700043360189,42.482815800221374
342-U1410B,"342-U1410B-23X-3,8",342,U1410,B,23,X,3,8,190.68,219.15,28.47,,222.95,239.56,1776306,332647,5.34,,45.873331,20223.0,24942.0,1.2333481679276073,0.7275412570285564,43.47266684975434
342-U1410B,"342-U1410B-23X-3,10",342,U1410,B,23,X,3,10,190.7,219.17,28.47,,222.97,239.58,755549,167082,4.52,,45.8736925,6457.0,11690.0,1.8104382840328326,0.6551384348113821,40.96427107404034
342-U1410B,"342-U1410B-23X-3,14",342,U1410,B,23,X,3,14,190.74,219.21,28.47,,223.02,239.63,1867759,374591,4.99,,45.8745963,24774.0,28067.0,1.1329216113667555,0.69810054562339,42.452693403122346
342-U1410B,"342-U1410B-23X-3,16",342,U1410,B,23,X,3,16,190.76,219.23,28.47,,223.04,239.65,1649569,301230,5.48,,45.8749579,20685.0,23391.0,1.1308194343727338,0.7387805584843692,43.862052448690974
342-U1410B,"342-U1410B-23X-3,18",342,U1410,B,23,X,3,18,190.78,219.25,28.47,,223.07,239.68,1638675,294013,5.57,,45.8755002,21505.0,24224.0,1.1264357126249709,0.7458551951737289,44.107153236793835
342-U1410B,"342-U1410B-23X-3,20",342,U1410,B,23,X,3,20,190.8,219.27,28.47,,223.09,239.7,1733997,297479,5.83,,45.8758617,24012.0,24330.0,1.0132433783108445,0.7656685547590141,44.79358707962604
342-U1410B,"342-U1410B-23X-3,22",342,U1410,B,23,X,3,22,190.82,219.29,28.47,,223.11,239.72,1842348,316477,5.82,,45.8762232,20825.0,25071.0,1.203889555822329,0.7649229846498885,44.76775680319539
342-U1410B,"342-U1410B-23X-3,24",342,U1410,B,23,X,3,24,190.84,219.31,28.47,,223.14,239.75,1841120,334021,5.51,,45.8767655,25861.0,25661.0,0.9922663470090097,0.741151598851785,43.94419714222009
342-U1410B,"342-U1410B-23X-3,26",342,U1410,B,23,X,3,26,190.86,219.33,28.47,,223.16,239.77,1983397,335146,5.92,,45.8771271,25168.0,26730.0,1.062062937062937,0.7723217067229198,45.02408552941556
342-U1410B,"342-U1410B-23X-3,28",342,U1410,B,23,X,3,28,190.88,219.35,28.47,,223.18,239.79,1679534,320319,5.24,,45.8774886,21035.0,24782.0,1.1781316852864274,0.7193312869837266,43.18823243755121
342-U1410B,"342-U1410B-23X-3,30",342,U1410,B,23,X,3,30,190.9,219.37,28.47,,223.21,239.82,1888463,322452,5.86,,45.8780309,25261.0,26014.0,1.029808796168006,0.7678976160180907,44.87081290694675
342-U1410B,"342-U1410B-23X-3,32",342,U1410,B,23,X,3,32,190.92,219.39,28.47,,223.23,239.84,1873676,337964,5.54,,45.8783924,21668.0,26110.0,1.2050027690603655,0.7435097647284298,44.02589579901645
342-U1410B,"342-U1410B-23X-3,34",342,U1410,B,23,X,3,34,190.94,219.41,28.47,,223.25,239.86,1839009,333180,5.52,,45.8787539,24243.0,26853.0,1.1076599430763518,0.7419390777291989,43.971479347928096
342-U1410B,"342-U1410B-23X-3,36",342,U1410,B,23,X,3,36,190.96,219.43,28.47,,223.28,239.89,1913628,328514,5.83,,45.8792962,22900.0,26619.0,1.1624017467248908,0.7656685547590141,44.79358707962604
342-U1410B,"342-U1410B-23X-3,38",342,U1410,B,23,X,3,38,190.98,219.45,28.47,,223.3,239.91,1719062,330614,5.2,,45.8796578,21606.0,26447.0,1.2240581320003703,0.7160033436347992,43.07293584022762
342-U1410B,"342-U1410B-23X-3,40",342,U1410,B,23,X,3,40,191.0,219.47,28.47,,223.32,239.93,1876570,351959,5.33,,45.8800193,26294.0,27857.0,1.0594432189853198,0.7267272090265723,43.4444641567256
342-U1410B,"342-U1410B-23X-3,42",342,U1410,B,23,X,3,42,191.02,219.49,28.47,,223.35,239.96,1856698,336326,5.52,,45.8805616,22853.0,27239.0,1.191922285914322,0.7419390777291989,43.971479347928096
342-U1410B,"342-U1410B-23X-3,44",342,U1410,B,23,X,3,44,191.04,219.51,28.47,,223.37,239.98,1733685,339575,5.11,,45.8809231,25425.0,26988.0,1.0614749262536873,0.7084209001347127,42.81024208516712
342-U1410B,"342-U1410B-23X-3,46",342,U1410,B,23,X,3,46,191.06,219.53,28.47,,223.39,240.0,1748835,337310,5.18,,45.8812847,25126.0,26683.0,1.0619676828782934,0.714329759745233,43.0149545263736
342-U1410B,"342-U1410B-23X-3,48",342,U1410,B,23,X,3,48,191.08,219.55,28.47,,223.42,240.03,1510405,338710,4.46,,45.881827,22312.0,26612.0,1.1927214055216924,0.6493348587121419,40.76320618008216
342-U1410B,"342-U1410B-23X-3,50",342,U1410,B,23,X,3,50,191.1,219.57,28.47,,223.44,240.05,1550447,321825,4.82,,45.8821885,22747.0,25855.0,1.1366334022068845,0.6830470382388496,41.931164639784946
342-U1410B,"342-U1410B-23X-3,52",342,U1410,B,23,X,3,52,191.12,219.59,28.47,,223.46,240.07,1540870,336071,4.58,,45.88255,24842.0,27266.0,1.0975766846469688,0.6608654780038692,41.162684485444046
342-U1410B,"342-U1410B-23X-3,54",342,U1410,B,23,X,3,54,191.14,219.61,28.47,,223.49,240.1,1462166,310280,4.71,,45.8830923,20570.0,24370.0,1.1847350510452115,0.6730209071288962,41.58380932748061
342-U1410B,"342-U1410B-23X-3,62",342,U1410,B,23,X,3,62,191.22,219.69,28.47,,223.58,240.19,1564784,367134,4.26,,45.8847192,24314.0,27972.0,1.1504483013901456,0.6294095991027189,40.07289556091369
342-U1410B,"342-U1410B-23X-3,64",342,U1410,B,23,X,3,64,191.24,219.71,28.47,,223.61,240.22,1511230,351607,4.3,,45.8852615,24967.0,27815.0,1.1140705731565668,0.6334684555795865,40.213514643554774
342-U1410B,"342-U1410B-23X-3,66",342,U1410,B,23,X,3,66,191.26,219.73,28.47,,223.63,240.24,1250101,283953,4.4,,45.885623,16057.0,21445.0,1.33555458678458,0.6434526764861874,40.55941797686397
342-U1410B,"342-U1410B-23X-3,70",342,U1410,B,23,X,3,70,191.3,219.77,28.47,,223.68,240.29,1442838,328817,4.39,,45.8865269,20529.0,25351.0,1.2348872326952116,0.6424645202421213,40.525183303788296
342-U1410B,"342-U1410B-23X-3,72",342,U1410,B,23,X,3,72,191.32,219.79,28.47,,223.7,240.31,1643298,416832,3.94,,45.8868884,22358.0,27432.0,1.2269433759728061,0.5954962218255742,38.89796660514702
342-U1410B,"342-U1410B-23X-3,76",342,U1410,B,23,X,3,76,191.36,219.83,28.47,,223.75,240.36,605661,135540,4.47,,45.8877922,4522.0,9035.0,1.9980097302078725,0.6503075231319364,40.79690413890594
342-U1410B,"342-U1410B-23X-3,78",342,U1410,B,23,X,3,78,191.38,219.85,28.47,,223.77,240.38,1866799,362567,5.15,,45.8881537,26705.0,28735.0,1.0760157273918742,0.7118072290411911,42.92756145013207
342-U1410B,"342-U1410B-23X-3,80",342,U1410,B,23,X,3,80,191.4,219.87,28.47,,223.79,240.4,1904489,369498,5.15,,45.8885153,27415.0,29525.0,1.0769651650556264,0.7118072290411911,42.92756145013207
342-U1410B,"342-U1410B-23X-3,82",342,U1410,B,23,X,3,82,191.42,219.89,28.47,,223.82,240.43,1893661,350739,5.4,,45.8890576,23358.0,28799.0,1.2329394639952052,0.7323937598229685,43.640781809066745
342-U1410B,"342-U1410B-23X-3,84",342,U1410,B,23,X,3,84,191.44,219.91,28.47,,223.84,240.45,1992996,353584,5.64,,45.8894191,25433.0,27245.0,1.0712460189517556,0.7512791039833423,44.2950645575029
342-U1410B,"342-U1410B-23X-3,86",342,U1410,B,23,X,3,86,191.46,219.93,28.47,,223.86,240.47,1963404,345086,5.69,,45.8897806,25791.0,26678.0,1.0343918421154665,0.7551122663950712,44.427864469257244
342-U1410B,"342-U1410B-23X-3,88",342,U1410,B,23,X,3,88,191.48,219.95,28.47,,223.89,240.5,2054605,340394,6.04,,45.8903229,24350.0,27155.0,1.1151950718685832,0.7810369386211319,45.326024738529114
342-U1410B,"342-U1410B-23X-3,90",342,U1410,B,23,X,3,90,191.5,219.97,28.47,,223.91,240.52,2003033,355619,5.63,,45.8906845,24281.0,27514.0,1.133149376055352,0.7505083948513462,44.26836333962489
342-U1410B,"342-U1410B-23X-3,92",342,U1410,B,23,X,3,92,191.52,219.99,28.47,,223.93,240.54,2118559,336779,6.29,,45.891046,24612.0,25837.0,1.0497724687144483,0.798650645445269,45.93625161145135
342-U1410B,"342-U1410B-23X-3,94",342,U1410,B,23,X,3,94,191.54,220.01,28.47,,223.96,240.57,2120338,335498,6.32,,45.8915883,22475.0,26242.0,1.1676084538375973,0.800717078282385,46.007843177093235
342-U1410B,"342-U1410B-23X-3,96",342,U1410,B,23,X,3,96,191.56,220.03,28.47,,223.98,240.59,1996229,331047,6.03,,45.8919498,24463.0,26454.0,1.0813882189428934,0.7803173121401513,45.30109327909554
342-U1410B,"342-U1410B-23X-3,98",342,U1410,B,23,X,3,98,191.58,220.05,28.47,,224.0,240.61,2151874,342065,6.29,,45.8923113,25727.0,26331.0,1.0234772806778871,0.798650645445269,45.93625161145135
342-U1410B,"342-U1410B-23X-3,100",342,U1410,B,23,X,3,100,191.6,220.07,28.47,,224.03,240.64,2157740,338782,6.37,,45.8928536,25791.0,26320.0,1.0205110309797991,0.8041394323353505,46.12641063325822
342-U1410B,"342-U1410B-23X-3,102",342,U1410,B,23,X,3,102,191.62,220.09,28.47,,224.05,240.66,2096283,325397,6.44,,45.8932152,25454.0,25261.0,0.9924176946648857,0.8088858673598122,46.29085087468069
342-U1410B,"342-U1410B-23X-3,104",342,U1410,B,23,X,3,104,191.64,220.11,28.47,,224.08,240.69,2026877,309184,6.56,,45.8937575,23559.0,24752.0,1.0506388216817353,0.8169038393756602,46.56863351516975
342-U1410B,"342-U1410B-23X-3,106",342,U1410,B,23,X,3,106,191.66,220.13,28.47,,224.1,240.71,2170354,316930,6.85,,45.894119,23970.0,25219.0,1.0521068001668752,0.8356905714924255,47.21949984935509
342-U1410B,"342-U1410B-23X-3,108",342,U1410,B,23,X,3,108,191.68,220.15,28.47,,224.12,240.73,2176471,337083,6.46,,45.8944805,23582.0,26048.0,1.104571283182088,0.8102325179950841,46.337505585939695
342-U1410B,"342-U1410B-23X-3,110",342,U1410,B,23,X,3,110,191.7,220.17,28.47,,224.15,240.76,2131907,311560,6.84,,45.8950228,23309.0,24437.0,1.048393324466944,0.8350561017201162,47.19751864409343
342-U1410B,"342-U1410B-23X-3,112",342,U1410,B,23,X,3,112,191.72,220.19,28.47,,224.17,240.78,2192165,297304,7.37,,45.8953844,22165.0,23059.0,1.0403338596886984,0.8674674878590515,48.32041111687684
342-U1410B,"342-U1410B-23X-3,114",342,U1410,B,23,X,3,114,191.74,220.21,28.47,,224.19,240.8,2244795,322576,6.96,,45.8957459,25524.0,25687.0,1.006386146372042,0.8426092396105621,47.459197106307926
342-U1410B,"342-U1410B-23X-3,116",342,U1410,B,23,X,3,116,191.76,220.23,28.47,,224.22,240.83,2313720,333313,6.94,,45.8962882,26095.0,25805.0,0.9888867599156926,0.8413594704548549,47.41589885390845
342-U1410B,"342-U1410B-23X-3,118",342,U1410,B,23,X,3,118,191.78,220.25,28.47,,224.24,240.85,2335791,335293,6.97,,45.8966497,19035.0,26334.0,1.383451536643026,0.8432327780980095,47.48079959720554
342-U1410B,"342-U1410B-23X-3,120",342,U1410,B,23,X,3,120,191.8,220.27,28.47,,224.26,240.87,2221988,351182,6.33,,45.8970112,27192.0,27453.0,1.0095984112974403,0.8014037100173551,46.03163153355127
342-U1410B,"342-U1410B-23X-3,122",342,U1410,B,23,X,3,122,191.82,220.29,28.47,,224.29,240.9,2429886,312898,7.77,,45.8975535,23704.0,24829.0,1.047460344245697,0.8904210188009143,49.11563619635768
342-U1410B,"342-U1410B-23X-3,124",342,U1410,B,23,X,3,124,191.84,220.31,28.47,,224.31,240.92,2451795,313076,7.83,,45.8979151,23873.0,25041.0,1.0489255644451891,0.8937617620579434,49.231376246497454
